"STATE_CODE","WELL_KID","OPERATOR_NAME","CURRENT_OPERATOR_NAME","LEASE_NAME","API","TOWNSHIP","TOWNSHIP_DIRECTION","RANGE","RANGE_DIRECTION","SECTION","LONGITUDE","LATITUDE","SPOT","BOXES","START_DEPTH","END_DEPTH","PHOTOS"
"Kansas","1044190505","Colt Energy Inc","Colt Energy Inc","Kirk 11-9","15-001-30567","24","S","18","E","9","-95.437572","37.97173"," SE NE NE SW","3","975","1002.3","NO"
"Kansas","1044190506","Colt Energy Inc","Colt Energy Inc","Kirk 14-9","15-001-30568","24","S","18","E","9","-95.4365767","37.9675028"," E2 E2 SE SW","4","939","1038.6","NO"
"Kansas","1044190507","Colt Energy Inc","Colt Energy Inc","Kirk 10-9","15-001-30569","24","S","18","E","9","-95.434249","37.9716546"," SE NW NW SE","1","943","949.7","NO"
"Kansas","1044248363","Colt Energy Inc","Colt Energy Inc","Kirk KH6","15-001-30663","24","S","18","E","9","-95.44046","37.96994"," SW SW NE SW","1","951.5","956","NO"
"Kansas","1044248942","Colt Energy Inc","Colt Energy Inc","Kirk KJ3","15-001-30684","24","S","18","E","9","-95.43587","37.97127"," SW NW NW SE","3","937","956.4","NO"
"Kansas","1044248943","Colt Energy Inc","Colt Energy Inc","Kirk KL2","15-001-30685","24","S","18","E","9","-95.43407","37.97253"," NW NE NW SE","2","940","949","NO"
"Kansas","1044248983","Colt Energy Inc","Colt Energy Inc","Kirk KB5","15-001-30681","24","S","18","E","9","-95.43889","37.96615"," SW SE SE SW","1","916","921","NO"
"Kansas","1044248984","Colt Energy Inc","Colt Energy Inc","Kirk KF3","15-001-30682","24","S","18","E","9","-95.4352","37.96852"," NE NW SW SE","1","937","947","NO"
"Kansas","1044248985","Colt Energy Inc","Colt Energy Inc","Kirk KJ1","15-001-30683","24","S","18","E","9","-95.43264","37.97127"," E2 E2 NW SE","3","926","941","NO"
"Kansas","1044226933","Colt Energy Inc","Colt Energy Inc","Kirk KF6","15-001-30616","24","S","18","E","9","-95.440757","37.968844"," NW NW SE SW","5","928","981.9","NO"
"Kansas","1044246637","Colt Energy Inc","Colt Energy Inc","Kirk KD2-a","15-001-30661","24","S","18","E","9","-95.43434","37.96768"," SE NW SW SE","1","923","931","NO"
"Kansas","1044248707","Colt Energy Inc","Colt Energy Inc","Fitzpatrick FH2","15-001-30674","24","S","18","E","9","-95.44351","37.97012"," S2 S2 NW SW","4","935","954.1","NO"
"Kansas","1044248739","Colt Energy Inc","Colt Energy Inc","Kirk KL4","15-001-30664","24","S","18","E","9","-95.43729","37.97252"," NE NE NE SW","3","969","982","NO"
"Kansas","1044248741","Colt Energy Inc","Colt Energy Inc","Kirk KL6","15-001-30665","24","S","18","E","9","-95.44054","37.97252"," NW NW NE SW","3","968","979","NO"
"Kansas","1044248742","Colt Energy Inc","Colt Energy Inc","Kirk KJ5","15-001-30666","24","S","18","E","9","-95.43891","37.97122"," W2 E2 NE SW","2","975","981","NO"
"Kansas","1044248743","Colt Energy Inc","Colt Energy Inc","Kirk KF5","15-001-30667","24","S","18","E","9","-95.4389","37.9687"," N2 N2 SE SW","3","937","950","NO"
"Kansas","1044248744","Colt Energy Inc","Colt Energy Inc","Kirk KD4","15-001-30668","24","S","18","E","9","-95.43726","37.96742"," NE SE SE SW","3","918","930","NO"
"Kansas","1044248745","Colt Energy Inc","Colt Energy Inc","Kirk KD6","15-001-30669","24","S","18","E","9","-95.44052","37.96742"," NW SW SE SW","1","930","939","NO"
"Kansas","1044248746","Colt Energy Inc","Colt Energy Inc","Fitzpatrick FF1","15-001-30670","24","S","18","E","9","-95.4418","37.96892"," NE NE SW SW","1","939.5","943.2","NO"
"Kansas","1044248944","Colt Energy Inc","Colt Energy Inc","Fitzpatrick FL1","15-001-30686","24","S","18","E","9","-95.4416955","37.9724734"," NE NE NW SW","6","1","976","NO"
"Kansas","1043960671","Colt Energy Inc","Colt Energy Inc","Kirk KH3","15-001-30250","24","S","18","E","9","-95.43588","37.96996"," SW SW NW SE","3","940","953.4","NO"
"Kansas","1043960666","Colt Energy Inc","Colt Energy Inc","Kirk KB1","15-001-30245","24","S","18","E","9","-95.432545","37.9663048"," SE SE SW SE","2","904","916","NO"
"Kansas","1043960667","Colt Energy Inc","Colt Energy Inc","Kirk KD1","15-001-30246","24","S","18","E","9","-95.43281","37.96755"," E2 E2 SW SE","3","910","937","NO"
"Kansas","1043960669","Colt Energy Inc","Colt Energy Inc","Kirk KH1","15-001-30248","24","S","18","E","9","-95.43283","37.96996"," SE SE NW SE","8","928","974","NO"
"Kansas","1043960670","Colt Energy Inc","Colt Energy Inc","Kirk KH2","15-001-30249","24","S","18","E","9","-95.43436","37.96996"," S2 S2 NW SE","6","925","960","NO"
"Kansas","1043960672","Colt Energy Inc","Colt Energy Inc","Kirk KH4","15-001-30251","24","S","18","E","9","-95.43741","37.96995"," SE SE NE SW","4","947","978","NO"
"Kansas","1043960673","Colt Energy Inc","Colt Energy Inc","Kirk KH5","15-001-30252","24","S","18","E","9","-95.43894","37.96995"," S2 S2 NE SW","9","824","989","NO"
"Kansas","1043960674","Colt Energy, Inc.","Colt Energy Inc","Kirk KH6","15-001-30253","24","S","18","E","9","-95.4402011","37.96991"," SW SW NE SW","1","951","956","NO"
"Kansas","1044041326","Colt Energy Inc","Colt Energy Inc","Kirk SWD 1","15-001-30298","24","S","18","E","9","-95.4347136","37.9702284"," NE SW NW SE","5","930","1685","NO"
"Kansas","1044129543","Colt Energy Inc","Colt Energy Inc","Kirk KF1","15-001-30488","24","S","18","E","9","-95.43256","37.96872"," NE NE SW SE","3","920","935","NO"
"Kansas","1044129545","Colt Energy Inc","Colt Energy Inc","Kirk KF2","15-001-30489","24","S","18","E","9","-95.43409","37.96872"," N2 N2 SW SE","4","925","955","NO"
"Kansas","1044176353","Colt Energy Inc","Colt Energy Inc","Kirk KB1","15-001-30525","24","S","18","E","9","-95.43282","37.96642"," SE SE SW SE","1","908.5","911","NO"
"Kansas","1044199434","Colt Energy Inc.","Colt Energy Inc","Moline MF 2","15-001-30585","24","S","18","E","15","-95.4251","37.96287"," SW SE NW NW","2","864","869","NO"
"Kansas","1043951611","Colt Energy Inc","Colt Energy Inc","Moline MF1","15-001-30239","24","S","18","E","15","-95.4265643","37.9635757","  SW NW NW","5","865","905","NO"
"Kansas","1043951610","Colt Energy Inc","Colt Energy Inc","Moline MD1","15-001-30238","24","S","18","E","15","-95.42663","37.96526"," NW NW NW NW","7","880","930","NO"
"Kansas","1044254312","Colt Energy Inc","Colt Energy Inc","Moline MG1","15-001-30700","24","S","18","E","15","-95.4258747","37.9619645","  NW SW NW","2","857","865","NO"
"Kansas","1044634844","Colt Energy Inc","Colt Energy Inc","Moline MIJ-1","15-001-30841","24","S","18","E","15","-95.42686","37.96038"," SW NW SW NW","2","868","882.2","NO"
"Kansas","1044634822","Colt Energy Inc","Colt Energy Inc","Cline FG-1","15-001-30844","24","S","18","E","16","-95.42841","37.96288"," SW SE NE NE","4","860","1261","NO"
"Kansas","1044634823","Colt Energy Inc","Colt Energy Inc","Cline FG-3","15-001-30845","24","S","18","E","16","-95.4298931","37.9628793"," SE SW NE NE","4","1","894","NO"
"Kansas","1044634825","Colt Energy Inc","Colt Energy Inc","Cline GH-1","15-001-30847","24","S","18","E","16","-95.4279582","37.9621532","  SE NE NE","4","872","896","NO"
"Kansas","1044634826","Colt Energy Inc","Colt Energy Inc","Cline E-3","15-001-30843","24","S","18","E","16","-95.42973","37.96461"," SE NW NE NE","2","878","897.6","NO"
"Kansas","1044634842","Colt Energy Inc","Colt Energy Inc","Cline E-1","15-001-30842","24","S","18","E","16","-95.4281303","37.9642702"," SE NE NE NE","1","857","867","NO"
"Kansas","1044950050","Colt Energy Inc","Colt Energy Inc","Cline F3","15-001-31330","24","S","18","E","16","-95.430291","37.9634823"," NE SW NE NE","5","1","886","NO"
"Kansas","1044950051","Colt Energy Inc","Colt Energy Inc","Cline D2","15-001-31331","24","S","18","E","16","-95.4286234","37.9652574"," NW NE NE NE","4","1","888","NO"
"Kansas","1044199430","Colt Energy Inc","Colt Energy Inc","Cline 8-16","15-001-30583","24","S","18","E","16","-95.43056","37.96036"," SE NW SE NE","2","878","887","NO"
"Kansas","1044634817","Colt Energy Inc","Colt Energy Inc","Cline GH-3","15-001-30848","24","S","18","E","16","-95.43058","37.96205"," NE NW SE NE","1","870","880","NO"
"Kansas","1044634824","Colt Energy Inc","Colt Energy Inc","Cline FG-4","15-001-30846","24","S","18","E","16","-95.4306734","37.9628773"," SW SW NE NE","2","880","900","NO"
"Kansas","1043951612","Colt Energy Inc","Colt Energy Inc","Cline EI","15-001-30240","24","S","18","E","16","-95.4273","37.96435"," SE NE NE NE","6","862","993.7","NO"
"Kansas","1044634820","Colt Energy Inc","Colt Energy Inc","Cline L-4","15-001-30851","24","S","18","E","16","-95.43092","37.95792"," NW NW NE SE","2","896","904","NO"
"Kansas","1044634819","Colt Energy Inc","Colt Energy Inc","Cline JK-2","15-001-30850","24","S","18","E","16","-95.42831","37.95946"," NE SE SE NE","4","874","902.4","NO"
"Kansas","1044634818","Colt Energy Inc","Colt Energy Inc","Cline J-5","15-001-30849","24","S","18","E","16","-95.43206","37.96037"," SE NE SW NE","1","895","905","NO"
"Kansas","1043951639","Colt Energy Inc","Colt Energy Inc","Cline F-1","15-001-30241","24","S","18","E","16","-95.4276591","37.9635835","  SE NE NE","6","860","900","NO"
"Kansas","1042915235","Colt Energy Inc","Colt Energy Inc","Cline CE-1","15-001-30110","24","S","18","E","16","-95.4286133","37.9636787"," NW SE NE NE","9","868","926.7","NO"
"Kansas","1042324838","Colt Energy Inc","Colt Energy Inc","Cline 1-16 SWD","15-001-30002","24","S","18","E","16","-95.4273769","37.9649149"," NE NE NE NE","1","797","807","NO"
"Kansas","1006752365","LINCOLN 77 INC.","unavailable","VENICE CROTTS 5","15-001-22013","24","S","19","E","6","-95.3570857","37.9882926"," W2 S2 SE NE","8","826","848","NO"
"Kansas","1002882656","COLT MACK C INC","McFadden Oil Co.","BOWEN 20-AO","15-001-26501","24","S","20","E","35","-95.1763965","37.908295","  SE SW SE","9","807","834","NO"
"Kansas","1002882654","COLT MACK C INC","McFadden Oil Co.","BOWEN 18-AO","15-001-26499","24","S","20","E","35","-95.1761706","37.909846","  NE SW SE","8","809","833","NO"
"Kansas","1002882655","COLT MACK C INC","McFadden Oil Co.","BOWEN 19-AO","15-001-26500","24","S","20","E","35","-95.1761976","37.9090085","  NE SW SE","10","810","840","NO"
"Kansas","1002881967","COLT MACK C INC","McFadden Oil Co.","BOWEN 15-AO","15-001-22898","24","S","20","E","35","-95.1782214","37.9093156","  NW SW SE","8","811","834","NO"
"Kansas","1002882730","COLT MACK C INC","McFadden Oil Co.","SNELL 5-AO","15-001-26712","24","S","20","E","36","-95.1600693","37.9120384","  SW NW SE","14","523","838","NO"
"Kansas","1002883239","COLT ENERGY","McFadden Oil Co.","LANTZ 5-AO","15-001-28327","24","S","20","E","36","-95.1665529","37.9102916","  NE SW SW","2","807","813","NO"
"Kansas","1002883240","COLT ENERGY","McFadden Oil Co.","LANTZ 6-AO","15-001-28328","24","S","20","E","36","-95.1662861","37.909385","  NE SW SW","4","806","818","NO"
"Kansas","1002883248","COLT ENERGY","McFadden Oil Co.","LANTZ 7-AO","15-001-28343","24","S","20","E","36","-95.164213","37.9088461","  W2 SE SW","6","812","830","NO"
"Kansas","1008350001","COLT ENERGY, INC.","McFadden Oil Co.","LANTZ 2-A","15-001-28329","24","S","20","E","36","-95.163961","37.9096558"," SE NW SE SW","4","815","827","NO"
"Kansas","1008350000","COLT ENERGY, INC.","McFadden Oil Co.","LOVE 10-A","15-001-28326","24","S","20","E","36","-95.1619388","37.9092131"," SW NE SE SW","4","817","829","NO"
"Kansas","1008350002","COLT ENERGY, INC.","McFadden Oil Co.","LANTZ 3-A","15-001-28330","24","S","20","E","36","-95.1652175","37.908889","  NW SE SW","2","821","827","NO"
"Kansas","1005700238","MARK C COLT INC","McFadden Oil Co.","LOVE 8-A","15-001-27837","24","S","20","E","36","-95.1607045","37.9125475"," SE NE NE SW","10","802","832","NO"
"Kansas","1002882941","COLT MACK C INC","unavailable","SNELL 6-AO","15-001-27827","24","S","20","E","36","-95.1596633","37.9126831"," SW NW NW SE","6","824","842","NO"
"Kansas","1037336772","COLT, MACK C. BUSINESS ACCOUNT","unavailable","Lantz 5-AO","15-001-19636","24","S","20","E","36","-95.1675511","37.9088535","   SW SW","1","804","807","NO"
"Kansas","1031515356","COLT, MACK C.","unavailable","Snell 1-AO","15-001-19631","24","S","20","E","36","-95.1560858","37.9106511","    SE","10","800","862","NO"
"Kansas","1028641760","COLT, MACK C. INC.","McFadden Oil Co.","LOVE 7-A","15-001-27831","24","S","20","E","36","-95.1629244","37.9123864"," N2 S2 NE SW","7","804","825","NO"
"Kansas","1029099582","COLT ENERGY, INC.","McFadden Oil Co.","LOVE 'A' 9","15-001-28118","24","S","20","E","36","-95.1622939","37.9099688","  NE SE SW","4","818","830","NO"
"Kansas","1028641766","COLT, MACK C. INC.","McFadden Oil Co.","LOVE 5-A","15-001-27829","24","S","20","E","36","-95.1630789","37.9110136"," SE SW NE SW","6","813","831","NO"
"Kansas","1028641769","COLT, MACK C. INC.","McFadden Oil Co.","LOVE 6-A","15-001-27830","24","S","20","E","36","-95.1625845","37.9118092"," NW SE NE SW","7","803","824","NO"
"Kansas","1031516033","COLT, MACK C., INC.","unavailable","McCall 4-AO","15-001-24683","24","S","20","E","36","-95.1560858","37.9106511","    SE","8","818","840","NO"
"Kansas","1026517253","MACK C. COLT, INC.","unavailable","NORMAN 3-A","","24","S","20","E","36","-95.1663857","37.910666","  E2 W2 SW","9","798","823","NO"
"Kansas","1026517325","MACK C. COLT","Colt Energy Inc","LOVE 7-AO","15-001-26955","24","S","20","E","36","-95.1612129","37.9120403"," NE SE NE SW","12","807","843","NO"
"Kansas","1002883111","COLT ENERGY","McFadden Oil Co.","LOVE 13-AO","15-001-28134","24","S","20","E","36","-95.1644448","37.9127733","  NW NE SW","3","810","819","NO"
"Kansas","1002883105","COLT ENERGY","McFadden Oil Co.","LOVE 11-AO","15-001-28117","24","S","20","E","36","-95.1627171","37.909338","  NE SE SW","2","822","828","NO"
"Kansas","1026517397","MACK C. COLT, INC.","unavailable","LOVE 8-AO","15-001-27007","24","S","20","E","36","-95.1652413","37.9106644","    SW","8","808","831","NO"
"Kansas","1002882942","COLT MACK C INC","McFadden Oil Co.","LOVE 9-AO","15-001-27828","24","S","20","E","36","-95.161708","37.9126864"," SE NE NE SW","5","818","830","NO"
"Kansas","1002882960","COLT MACK C INC","Colt Energy Inc","LOVE 10-AO","15-001-27883","24","S","20","E","36","-95.1640372","37.9120587"," NE SW NE SW","5","808","820","NO"
"Kansas","1031937619","ASSOCIATED OIL & GAS CO.","unavailable","Upton 1","15-001-19658","24","S","21","E","2","-95.0680396","37.9802787","  SW SW SE","1","10","1332","NO"
"Kansas","1002887480","COLT MACK C INC","RJ Energy, LLC","DONOVAN 6-A","15-011-21705","24","S","21","E","2","-95.0758728","37.9846515"," NW SE NW SW","17","662","710","NO"
"Kansas","1002882695","COLT MACK C INC","unavailable","MARSHALL 53-AO","15-001-26612","24","S","21","E","3","-95.0803106","37.980466","  S2 SE SE","30","606","696","NO"
"Kansas","1002882431","COLT MACK C INC","Colt Energy Inc","MARSHALL 52-AO","15-001-25798","24","S","21","E","3","-95.0789583","37.9829307","  E2 E2 SE","15","666","711","NO"
"Kansas","1002882709","COLT MACK C INC","unavailable","GILLASPIE 53-AO","15-001-26640","24","S","21","E","10","-95.0803835","37.9787501","  NE NW NE","23","655","731","NO"
"Kansas","1002881693","COLT MACK C INC","unavailable","HAYNES 100-AO","15-001-21341","24","S","21","E","10","-95.0811579","37.9693957","  S2 NE SE","31","701","703","NO"
"Kansas","1002882694","COLT MACK C INC","unavailable","Henninger 'B' 1-AO","15-001-26611","24","S","21","E","10","-95.0803454","37.9789421","  NE NE NE","18","608","659","NO"
"Kansas","1002882509","COLT MACK C INC","unavailable","GILLASPIE 52-AO","15-001-26014","24","S","21","E","10","-95.0843349","37.9779735","  E2 NW NE","16","653","695","NO"
"Kansas","1002887635","COLT MACK C INC","RJ Energy, LLC","STEWART-HONNEUS 30-A0","15-011-22177","24","S","21","E","11","-95.0766334","37.9663938"," NE SW SW SW","15","658","703","NO"
"Kansas","1002887621","COLT MACK C INC","unavailable","STEWART-HONNEUS 55-AO","15-011-22073","24","S","21","E","11","-95.0621471","37.9758851","  SE NE NW","28","673","837","NO"
"Kansas","1030624808","COLT ENERGY, INC.","RJ Energy, LLC","STEWART-HONNEUS 56-A","15-011-22750","24","S","21","E","11","-95.075926","37.9720758","  NE NW SW","5","682","697","NO"
"Kansas","1031515739","COLT, MACK C., INC.","RJ Energy, LLC","STEWART-HONNEUS 54-AO","15-011-21771","24","S","21","E","11","-95.0715009","37.975315"," NW NE SE NW","18","671","722","NO"
"Kansas","1031514683","COLT, MACK C.","RJ Energy, LLC","STEWART-HONNEUS 31A0","15-011-22302","24","S","21","E","11","-95.0759655","37.9671605"," SW NE SW SW","14","669","709","NO"
"Kansas","1031517866","COLT, MACK C., INC.","RJ Energy, LLC","STEWART-HONNEUS 2-A","15-011-22120","24","S","21","E","11","-95.0728516","37.9739877"," NW W2 SE NW","16","650","695.5","NO"
"Kansas","1005827429","COLT ENERGY","RJ Energy, LLC","STEWART-HONNEUS 1-WSW","15-011-22749","24","S","21","E","11","-95.076812","37.9689483"," SW SW NW SW","1","680","683","NO"
"Kansas","1002887872","Veenker Resources Inc.","Veenker Resources, Inc.","Medcalf 53","15-011-22884","24","S","21","E","12","-95.0471273","37.9708343","  NE NW SE","4","","0","NO"
"Kansas","1002887870","VEENKER RESOURCES","Veenker Resources, Inc.","KASSEN 8","15-011-22881","24","S","21","E","12","-95.0436437","37.9735451","  SE SE NE","3","660","678","NO"
"Kansas","1002887869","VEENKER RESOURCES, INC.","Veenker Resources, Inc.","Kassen 6","15-011-22879","24","S","21","E","12","-95.0435679","37.9753832"," NW NE SE NE","4","668","680","NO"
"Kansas","1006752645","MACK C. COLT INC.","unavailable","PURDOM P-16","15-011-70355","24","S","21","E","14","-95.0774313","37.9639791","  NW NW NW","2","677","680","NO"
"Kansas","1002882508","COLT MACK C INC","McGown Drilling, Inc.","LOWE 50-A","15-001-26010","24","S","21","E","15","-95.0811784","37.9640556"," NE NW NE NE","13","633","672","NO"
"Kansas","1002882708","COLT MACK C INC","McGown Drilling, Inc.","LOWE 51-A","15-001-26639","24","S","21","E","15","-95.0816943","37.9644268","  NW NE NE","15","632","675","NO"
"Kansas","1002883322","COLT ENERGY","McGown Drilling, Inc.","LOWE 1-AO","15-001-28448","24","S","21","E","15","-95.0810836","37.9632592","  NW NE NE","6","647","665","NO"
"Kansas","1031510831","COLT, MACK C., INC.","McGown Drilling, Inc.","LOWE 20-AO","15-001-25869","24","S","21","E","15","-95.0806523","37.9645769"," NE NE NE NE","15","634","679","NO"
"Kansas","1031516549","COLT, MACK C., INC.","unavailable","West Lamb 2-AO","15-001-26733","24","S","21","E","21","-95.1008267","37.9426854","  NW NE SE","7","648","669","NO"
"Kansas","1030624892","BIRD, T. E.","unavailable","CAMAC 22","15-011-20180","24","S","21","E","25","-95.0561705","37.9249621","    SW","9","620","647","NO"
"Kansas","1008359992","BIRD, T. E.","Rocky Road Oil Company","AUDREY COLLINS 20","15-011-20214","24","S","21","E","25","-95.0589142","37.9326485"," SE SW NW NW","4","673","679","NO"
"Kansas","1031518430","BIRD, T. E.","Rocky Road Oil Company","AUDREY COLLINS 22","15-011-20218","24","S","21","E","25","-95.0578301","37.9308014"," SW NE SW NW","14","640","680","NO"
"Kansas","1031518431","BIRD, T. E.","Rocky Road Oil Company","AUDREY COLLINS 23","15-011-20229","24","S","21","E","25","-95.057232","37.9299174"," N2 SE SW NW","14","633","675","NO"
"Kansas","1031516979","COLT OIL CO., INC.","Colt Energy Inc","SMITH 31-A","15-001-19927","24","S","21","E","33","-95.09951","37.91095"," SW SE NE SE","6","722","761","NO"
"Kansas","1031520914","COLT, MACK C. BUSINESS ACCOUNT","unavailable","JOHNSON 26-AO","15-001-19905","24","S","21","E","33","-95.1009424","37.9081115"," NE SW SE SE","8","715","766","NO"
"Kansas","1029098589","COLT OIL CO., INC.","unavailable","Smith 28-A","15-001-20430","24","S","21","E","33","-95.1063434","37.9139562"," NW NW NW SE","7","744","786","NO"
"Kansas","1031515572","COLT OIL CO., INC.","unavailable","JOHNSON 50-AO","15-001-20322","24","S","21","E","33","-95.1022317","37.9142617"," SE SE SW NE","7","744","783","NO"
"Kansas","1006752960","Colt Energy Inc.","Colt Energy Inc","Johnson 14-AO","15-001-70225","24","S","21","E","33","-95.1009536","37.9205924"," NW NW NE NE","7","710","757","NO"
"Kansas","1006752959","COLT ENERGY INC.","Colt Energy Inc","JOHNSON 13-AO","15-001-71841","24","S","21","E","33","-95.101309","37.9211276"," NW NW NE NE","8","714","762","NO"
"Kansas","1031516944","COLT OIL CO., INC.","unavailable","Johnson 5-A","15-001-19954","24","S","21","E","33","-95.0974772","37.9190712"," NE SE NE NE","8","705","750","NO"
"Kansas","1002883027","COLT MACK C INC","unavailable","JOHNSON 7-B","15-001-28002","24","S","21","E","33","-95.1024427","37.9206599"," NE NE NW NE","14","723","765","NO"
"Kansas","1002883026","COLT MACK C INC","unavailable","JOHNSON 23-B","15-001-28001","24","S","21","E","33","-95.1024124","37.9192868"," NE SE NW NE","16","721","768","NO"
"Kansas","1032573185","COLT","unavailable","HARVEY 5-A","","24","S","21","E","33","-95.1076873","37.9168726","  NE SE NW","9","728","784","NO"
"Kansas","1032573877","COLT","unavailable","HARVEY 3-AO","","24","S","21","E","33","-95.1076873","37.9168726","  NE SE NW","9","733","787","NO"
"Kansas","1037995662","Kansas Geological Survey","unavailable","D. ERMEL 1","","24","S","22","E","7","-95.0283113","37.9673527"," SW NW SE SE","19","13.3","179.4","NO"
"Kansas","1030617961","Kansas Geological Survey","unavailable","Highbaugh 1","","24","S","22","E","21","-95.0006618","37.9365709"," SW SW SE SW","31","7","299.3","NO"
"Kansas","1006461328","KANSAS GEOLOGICAL SURVEY","unavailable","GREEN ACRES 1","","24","S","22","E","23","-94.9603235","37.9431075","    ","17","10","167.3","YES"
"Kansas","1006461331","Kansas Geological Survey","unavailable","Emerson 1","","24","S","23","E","13","-94.8267371","37.9620441","C  SW NE NE","26","3.3","246.3","NO"
"Kansas","1006461332","Kansas Geological Survey","unavailable","Womelsdorf 1","","24","S","23","E","21","-94.880157","37.9363984"," SW SE SE SE","35","16.9","1007.7","NO"
"Kansas","1036774179","Running Foxes Petroleum Inc.","Running Foxes Petroleum Inc.","VOGEL 9-36A","15-011-23251","24","S","23","E","36","-94.8252509","37.9129104","  NE NE SE","11","173","522","NO"
"Kansas","1006461205","SHELL","unavailable","CORE HOLE KAN4","","24","S","24","E","23","-94.7395604","37.9493439","  NW NW NE","3","450","495","NO"
"Kansas","1002947032","CITIES SERVICE CO","unavailable","BLACK 'A' 9","15-173-03719","25","S","1","E","16","-97.3275576","37.8800472","  SE NE NW","13","2691.5","2737","NO"
"Kansas","1006141627","MORRIS C L OIL","unavailable","SANDERS 'A' 1","15-173-20387","25","S","2","E","3","-97.1897789","37.9045531","  NE NE SE","9","2840","2867","YES"
"Kansas","1023154888","Cities Service Oil Co.","OXY USA Inc.","Ralston-Robinson 1-W","15-015-71865","25","S","4","E","36","-96.9374704","37.8343858","  NE SW NE","10","671","697","NO"
"Kansas","1006461626","CITIES SERVICE CO","unavailable","HUSTON 6-W","","25","S","4","E","36","-96.9410858","37.8320083","    ","6","679.5","694.5","NO"
"Kansas","1024491553","CITIES SERVICE OIL CO.","unavailable","WILSON 304-W","15-015-19123","25","S","5","E","7","-96.9147596","37.8908186","  SE SE NE","2","1988","2044","NO"
"Kansas","1006753886","CITIES SERVICE CO","unavailable","WILSON 29","15-015-71987","25","S","5","E","7","-96.9158808","37.8845273","   SE SE","2","","0","NO"
"Kansas","1024021696","CITIES SERVICES","unavailable","WILSON 344","","25","S","5","E","8","-96.904518","37.8899423","    ","2","1","14","NO"
"Kansas","1002893386","Oxy USA, Inc.","Vess Oil Corporation","WILSON 'A' 421","15-015-23527","25","S","5","E","8","-96.9119549","37.8863514"," E2 W2 W2 SW","16","1403","1448","NO"
"Kansas","1024491557","CITIES SERVICE OIL CO.","unavailable","WILSON 347","15-015-19124","25","S","5","E","8","-96.9054692","37.8966006","  NE NE NW","2","","0","NO"
"Kansas","1031521755","CITIES SERVICE OIL CO.","unavailable","WILSON 318","15-015-19093","25","S","5","E","8","-96.9124778","37.8908181","  SW SW NW","2","829","942","NO"
"Kansas","1031430965","CITIES SERVICE OIL CO.","unavailable","WILSON 306-W","15-015-19505","25","S","5","E","8","-96.9076371","37.896164","  NW NE NW","3","2006","2114","NO"
"Kansas","1006754092","CITIES SERVICE CO","unavailable","WILSON 272-W","15-015-72193","25","S","5","E","8","-96.8999653","37.8935501","W    NE","12","2431","2458","NO"
"Kansas","1033978339","CITIES SERVICES","unavailable","WILSON 31-W","","25","S","5","E","8","-96.904518","37.8899423","    ","1","","0","NO"
"Kansas","1031891931","CITIES SERVICE OIL CO.","unavailable","WILSON 325-W","15-015-19125","25","S","5","E","8","-96.9124929","37.8962136","  NW NW NW","3","","0","NO"
"Kansas","1002893750","CITIES SERVICE CO","unavailable","WILSON 402-W","15-015-30495","25","S","5","E","8","-96.9073008","37.8920514","C   SE NW","2","","0","NO"
"Kansas","1006754012","CITIES SERVICE CO","unavailable","WILSON 296","15-015-72114","25","S","5","E","8","-96.9113342","37.8881238","   NW SW","9","2513.1","2517.5","NO"
"Kansas","1006754069","CITIES SERVICE CO","unavailable","WILSON 25-W","15-015-72171","25","S","5","E","8","-96.9067929","37.8917335","   SE NW","1","","0","NO"
"Kansas","1006754070","CITIES SERVICE CO","unavailable","WILSON 26-W","15-015-72172","25","S","5","E","8","-96.8977126","37.8836729","  S2 SE SE","1","","0","NO"
"Kansas","1006754098","CITIES SERVICE CO","unavailable","WILSON 301-W","15-015-72199","25","S","5","E","8","-96.8977104","37.8845714","   SE SE","4","1766","2041","NO"
"Kansas","1006753917","CITIES SERVICE CO","unavailable","WILSON 19","15-015-72019","25","S","5","E","8","-96.9067901","37.8881376","   NE SW","2","1587","1597","NO"
"Kansas","1006753920","CITIES SERVICE CO","unavailable","WILSON 22","15-015-72022","25","S","5","E","8","-96.9124929","37.8962136","  NW NW NW","2","","0","NO"
"Kansas","1006754077","CITIES SERVICE CO","unavailable","WILSON 32-W","15-015-72178","25","S","5","E","8","-96.9022431","37.8917464","   SW NE","1","692","692.9","NO"
"Kansas","1006754005","CITIES SERVICE CO","unavailable","WILSON 276","15-015-72107","25","S","5","E","8","-96.9101911","37.8929446"," N2 NE SW NW","22","1967.5","2036.5","NO"
"Kansas","1033706794","CITIES SERVICE OIL CO.","unavailable","WILSON 326-W","15-015-19543","25","S","5","E","9","-96.8939939","37.8928972"," NE NW SW NW","5","","0","NO"
"Kansas","1024021734","CITIES SERVICES","unavailable","WILSON 311-W","","25","S","5","E","9","-96.8861658","37.8899498","    ","2","1984","2016","NO"
"Kansas","1024021727","CITIES SERVICES","unavailable","WILSON 269-W","","25","S","5","E","9","-96.8861658","37.8899498","    ","19","251","2513.7","NO"
"Kansas","1006461643","CITIES SERVICE CO","unavailable","WILSON 291","","25","S","5","E","9","-96.8861658","37.8899498","    ","6","2516","2547","NO"
"Kansas","1006461644","CITIES SERVICE CO","unavailable","WILSON 299-W","","25","S","5","E","9","-96.8861658","37.8899498","    ","4","","0","NO"
